State,Constituency,O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Candidate Won
Dadra & Nagar Haveli,Dadra And Nagar Haveli,3,PATEL NATUBHAI GOMANBHAI,Bharatiya Janata Party,81384,36,81420,40.92,loss
Dadra & Nagar Haveli,Dadra And Nagar Haveli,4,JANATHIYA PRAVINBHAI LADAKBHAI,Bahujan Mukti Party,1596,0,1596,0.8,loss
Dadra & Nagar Haveli,Dadra And Nagar Haveli,5,PATEL ANKITA AMRUTBHAI,Shivsena,4000,0,4000,2.01,loss
Dadra & Nagar Haveli,Dadra And Nagar Haveli,6,BHIKHLABHAI VANSABHAI KHULAT,Bhartiya Tribal Party,843,0,843,0.42,loss
Dadra & Nagar Haveli,Dadra And Nagar Haveli,7,HALPATI RAJESHBHAI BHANABHAI,Navsarjan Bharat Party,1160,0,1160,0.58,loss
Dadra & Nagar Haveli,Dadra And Nagar Haveli,8,KURADA DEEPAKBHAI,Independent,3630,0,3630,1.82,loss
Dadra & Nagar Haveli,Dadra And Nagar Haveli,9,DELKAR MOHANBHAI SANJIBHAI,Independent,90399,22,90421,45.44,loss
Dadra & Nagar Haveli,Dadra And Nagar Haveli,10,DAYAT MANOJ RANCHOD,Independent,2287,0,2287,1.15,loss
Dadra & Nagar Haveli,Dadra And Nagar Haveli,11,PATEL DHIRUBHAI CHHOTUBHAI,Independent,1120,0,1120,0.56,loss
Dadra & Nagar Haveli,Dadra And Nagar Haveli,12,NOTA,None of the Above,2950,0,2950,1.48,loss
Daman & Diu,Daman & diu,1,KETAN DAHYABHAI PATEL,Indian National Congress,27643,12,27655,31.62,loss
Daman & Diu,Daman & diu,2,LALUBHAI BABUBHAI PATEL,Bharatiya Janata Party,37586,11,37597,42.98,loss
Daman & Diu,Daman & diu,3,SAKIL LATIF KHAN,Bahujan Samaj Party,790,2,792,0.91,loss
Daman & Diu,Daman & diu,4,PATEL UMESHBHAI BABUBHAI,Independent,19935,3,19938,22.79,loss
Daman & Diu,Daman & diu,5,NOTA,None of the Above,1487,0,1487,1.7,loss
Goa,North Goa,1,GIRISH RAYA CHODANKAR,Indian National Congress,164407,190,164597,38.4,loss
Goa,North Goa,2,SHRIPAD YESSO NAIK,Bharatiya Janata Party,244034,810,244844,57.12,loss
Goa,North Goa,3,AMIT ATMARAM KORGAONKAR,Republican Party of India (Kamble),2804,5,2809,0.66,loss
Goa,North Goa,4,DATTATRAYA PADGAONKAR,Aam Aadmi Party,4748,8,4756,1.11,loss
Goa,North Goa,5,AISHWARYA ARJUN SALGAONKAR,Independent,2124,3,2127,0.5,loss
Goa,North Goa,6,BHAGAWANT SADANAND KAMAT,Independent,2430,2,2432,0.57,loss
Goa,North Goa,7,NOTA,None of the Above,7047,16,7063,1.65,loss
Goa,South Goa,1,COSME FRANCISCO CAITANO SARDINHA,Indian National Congress,201279,282,201561,47.47,loss
Goa,South Goa,2,ADV. NARENDRA SAWAIKAR,Bharatiya Janata Party,191205,601,191806,45.18,loss
Goa,South Goa,3,ELVIS GOMES,Aam Aadmi Party,20876,15,20891,4.92,loss
Goa,South Goa,4,RAKHI AMIT NAIK,Shivsena,1761,2,1763,0.42,loss
Goa,South Goa,5,DR. KALIDAS PRAKASH VAINGANKAR,Independent,1412,1,1413,0.33,loss
Goa,South Goa,6,MAYUR KHANCONKAR,Independent,1705,0,1705,0.4,loss
Goa,South Goa,7,NOTA,None of the Above,5419,17,5436,1.28,loss
Gujarat,Ahmedabad East,1,Gitaben Patel,Indian National Congress,312883,2621,315504,28.26,loss
Gujarat,Ahmedabad East,2,Patel Hasmukhbhai Somabhai,Bharatiya Janata Party,745810,4024,749834,67.17,loss
Gujarat,Ahmedabad East,3,Vaghela Ganeshbhai Narsinhbhai,Bahujan Samaj Party,8970,151,9121,0.82,loss
Gujarat,Ahmedabad East,4,Kadri Mohammad Sabir,Ambedkar National Congress,625,3,628,0.06,loss
Gujarat,Ahmedabad East,5,Chauhan Narendrasinh Makhatulsinh,Yuva Jan Jagriti Party,576,13,589,0.05,loss
Gujarat,Ahmedabad East,6,Thakur Jitendrasinh Surendrasinh,Loktantrik Rashrtavadi Party,699,6,705,0.06,loss
Gujarat,Ahmedabad East,7,Bhatt Sunilkumar Narendrabhai,Right to Recall Party,701,3,704,0.06,loss
Gujarat,Ahmedabad East,8,Manoj Premchand Gupta,Sarvodaya Bharat Party,602,2,604,0.05,loss
Gujarat,Ahmedabad East,9,Mishra Arjun Ramshankar,Jan Sangharsh Virat Party,818,3,821,0.07,loss
Gujarat,Ahmedabad East,10,Mundra Anilkumar,Lok Gathbandhan Party,625,10,635,0.06,loss
Gujarat,Ahmedabad East,11,Rajesh Maurya,Prajatantra Aadhar Party,1332,14,1346,0.12,loss
Gujarat,Ahmedabad East,12,Virat Pradip Shah,Jan Satya Path Party,898,1,899,0.08,loss
Gujarat,Ahmedabad East,13,Vekariya Rushi Bharatbhai (Patel),Hindusthan Nirman Dal,1644,5,1649,0.15,loss
Gujarat,Ahmedabad East,14,Samirbhai Rajeshkumar Upadhyay,Manvadhikar National Party,1271,1,1272,0.11,loss
Gujarat,Ahmedabad East,15,Dr. Hitesh Mahendrabhai,Nirbhay Bharteey Party,2442,7,2449,0.22,loss
Gujarat,Ahmedabad East,16,Atulbhai Nanubhai Kathiriya,Independent,6081,1,6082,0.54,loss
Gujarat,Ahmedabad East,17,Chauhan Kiritbhai,Independent,3547,1,3548,0.32,loss
Gujarat,Ahmedabad East,18,Jayswal Nareshkumar Babulal (Raju Mataji),Independent,2509,8,2517,0.23,loss
Gujarat,Ahmedabad East,19,Devda Dasharath Misarilal,Independent,1392,3,1395,0.12,loss
Gujarat,Ahmedabad East,20,Pareshkumar Nanubhai Mulani,Independent,457,1,458,0.04,loss
Gujarat,Ahmedabad East,21,Bharvad Saileshkumar Kalidas,Independent,572,1,573,0.05,loss
Gujarat,Ahmedabad East,22,Mahesh Prabhudas Ahuja,Independent,1789,2,1791,0.16,loss
Gujarat,Ahmedabad East,23,Mishra Rajkumar Malekchand,Independent,529,5,534,0.05,loss
Gujarat,Ahmedabad East,24,Minaxiben Rakeshkumar Solanki,Independent,888,10,898,0.08,loss
Gujarat,Ahmedabad East,25,Sharma Brijesh Kumar Ujagarlal,Independent,1337,0,1337,0.12,loss
Gujarat,Ahmedabad East,26,Sheikh Salmabanu Mohammad Salim,Independent,1465,1,1466,0.13,loss
Gujarat,Ahmedabad East,27,NOTA,None of the Above,8834,174,9008,0.81,loss
Gujarat,Ahmedabad West,1,DR. KIRIT P. SOLANKI,Bharatiya Janata Party,638241,3381,641622,64.35,loss
Gujarat,Ahmedabad West,2,TRIBHOVANDAS KARSANDAS VAGHELA,Bahujan Samaj Party,9909,119,10028,1.01,loss
Gujarat,Ahmedabad West,3,RAJU PARMAR,Indian National Congress,317797,2279,320076,32.1,loss
Gujarat,Ahmedabad West,4,CHAUHAN HARISHBHAI JETHABHAI,Rashtriya Power Party,2059,4,2063,0.21,loss
Gujarat,Ahmedabad West,5,JADAV ULPESH JAYANTILAL,Peoples Party of India (Democratic),723,2,725,0.07,loss
Gujarat,Ahmedabad West,6,DIPIKA JITENDRAKUMAR SUTARIA,Manvadhikar National Party,608,7,615,0.06,loss
Gujarat,Ahmedabad West,7,VAGHELA ASHWINBHAI AMRUTBHAI,Bhartiya Tribal Party,1376,19,1395,0.14,loss
Gujarat,Ahmedabad West,8,VEDUBHAI KAUTIKBHAI SIRASAT,Ambedkarite Party of India,1052,3,1055,0.11,loss
Gujarat,Ahmedabad West,9,SOLANKI CHIRAGBHAI SOMABHAI,Jan Satya Path Party,522,2,524,0.05,loss
Gujarat,Ahmedabad West,10,HARSHADKUMAR LAXMANBHAI SOLANKI,Right to Recall Party,613,8,621,0.06,loss
Gujarat,Ahmedabad West,11,BHITORA BHAVESH CHIMANBHAI,Independent,808,2,810,0.08,loss
Gujarat,Ahmedabad West,12,MALHOTRA PANKAJKUMAR DAYABHAI (DOCTOR SAHEB),Independent,1416,4,1420,0.14,loss
Gujarat,Ahmedabad West,13,MAHEDIA MAHENDRABHAI PARSOTTAMDAS,Independent,1347,4,1351,0.14,loss
Gujarat,Ahmedabad West,14,NOTA,None of the Above,14580,139,14719,1.48,loss
Gujarat,Amreli,1,Kachhadiya Naranbhai Bhikhabhai,Bharatiya Janata Party,527593,1442,529035,58.19,loss
Gujarat,Amreli,2,Chauhan Ravjibhai Mulabhai,Bahujan Samaj Party,9664,27,9691,1.07,loss
Gujarat,Amreli,3,Paresh Dhanani,Indian National Congress,326781,823,327604,36.03,loss
Gujarat,Amreli,4,Dhapa Dharamshibhai Ramjibhai,Vyavastha Parivartan Party,4731,16,4747,0.52,loss
Gujarat,Amreli,5,R.S. Gosai,Independent,1762,1,1763,0.19,loss
Gujarat,Amreli,6,Chauhan Dayabhai Bhagvanbhai,Independent,1551,2,1553,0.17,loss
Gujarat,Amreli,7,Jerambhai R. Parmar,Independent,982,4,986,0.11,loss
Gujarat,Amreli,8,Dayala Shubhashbhai Parabatbhai,Independent,1411,2,1413,0.16,loss
Gujarat,Amreli,9,Nathalal Sukhadiya,Independent,2204,3,2207,0.24,loss
Gujarat,Amreli,10,Mehta Nanalal Kalidas,Independent,2332,4,2336,0.26,loss
Gujarat,Amreli,11,Valodara Vrajlal Jivabhai,Independent,5331,1,5332,0.59,loss
Gujarat,Amreli,12,Himmat Bagda,Independent,4926,7,4933,0.54,loss
Gujarat,Amreli,13,NOTA,None of the Above,17513,54,17567,1.93,loss
Gujarat,Anand,1,PATEL MITESH RAMESHBHAI (BAKABHAI),Bharatiya Janata Party,631581,1516,633097,57.1,loss
Gujarat,Anand,2,BHARATBHAI MADHAVSINH SOLANKI,Indian National Congress,434006,1373,435379,39.27,loss
Gujarat,Anand,3,VANKAR RAMESHBHAI VALJIBHAI,Bahujan Samaj Party,5935,24,5959,0.54,loss
Gujarat,Anand,4,BHATT ASHISHKUMAR MANOJKUMAR,Akhil Bharatiya Jan Sangh,1032,2,1034,0.09,loss
Gujarat,Anand,5,BHATT SUNILKUMAR NARENDRABHAI,Right to Recall Party,1154,1,1155,0.1,loss
Gujarat,Anand,6,KEYUR PRAVINBHAI PATEL (BAKABHAI),Independent,966,0,966,0.09,loss
Gujarat,Anand,7,CHAVDA KAUSHIKKUMAR,Independent,1063,1,1064,0.1,loss
Gujarat,Anand,8,BHARATBHAI SOLANKI,Independent,2451,9,2460,0.22,loss
Gujarat,Anand,9,SANTOLKUMAR MAHIJIBHAI PATEL (BAKABHAI),Independent,2300,1,2301,0.21,loss
Gujarat,Anand,10,HITENDRASINH MOHANSINH PARMAR,Independent,6854,0,6854,0.62,loss
Gujarat,Anand,11,NOTA,None of the Above,18365,27,18392,1.66,loss
Gujarat,Banaskantha,1,TEJABHAI NETHIBHAI RABARI,Bahujan Samaj Party,11034,54,11088,1.01,loss
Gujarat,Banaskantha,2,PARTHIBHAI GALBABHAI BHATOL,Indian National Congress,309446,1366,310812,28.2,loss
Gujarat,Banaskantha,3,PARBATBHAI SAVABHAI PATEL,Bharatiya Janata Party,675650,3458,679108,61.62,loss
Gujarat,Banaskantha,4,THAKOR MELAJI MADARSINH,Garvi Gujarat Party,6799,10,6809,0.62,loss
Gujarat,Banaskantha,5,CHARAMTA BHARATKUMAR KHEMABHAI,Independent,1818,6,1824,0.17,loss
Gujarat,Banaskantha,6,DR. CHANDRA BEN,Independent,2252,9,2261,0.21,loss
Gujarat,Banaskantha,7,JAGDISHJI PARTHIJI DHARANI,Independent,1491,1,1492,0.14,loss
Gujarat,Banaskantha,8,THAKOR SWARUPJI SARDARJI,Independent,48516,118,48634,4.41,loss
Gujarat,Banaskantha,9,DESAI ISHVARBHAI MAHADEVBHAI,Independent,1704,5,1709,0.16,loss
Gujarat,Banaskantha,10,PADHIYAR BHARATKUMAR ISHVARLAL,Independent,1504,3,1507,0.14,loss
Gujarat,Banaskantha,11,PARMAR CHHAGANCHANDRARAJ DHANABHAI,Independent,2512,4,2516,0.23,loss
Gujarat,Banaskantha,12,PARSANI IBRAHIMBHAI PIRABHAI,Independent,3678,1,3679,0.33,loss
Gujarat,Banaskantha,13,PUROHIT SHYAMABEN NARANBHAI,Independent,11064,5,11069,1,loss
Gujarat,Banaskantha,14,MADHU NIRUPABEN,Independent,6844,1,6845,0.62,loss
Gujarat,Banaskantha,15,NOTA,None of the Above,12658,70,12728,1.15,loss
Gujarat,Bardoli,1,CHAUDHARI DR. TUSHARBHAI AMARSINHBHAI,Indian National Congress,524474,2352,526826,39.08,loss
Gujarat,Bardoli,2,DINESHBHAI GULABBHAI CHAUDHARI,Bahujan Samaj Party,9504,16,9520,0.71,loss
Gujarat,Bardoli,3,PARBHUBHAI NAGARBHAI VASAVA,Bharatiya Janata Party,740448,1825,742273,55.06,loss
Gujarat,Bardoli,4,GAMIT KAUSHIKBHAI VIRENDRABHAI,Sardar Vallabhbhai Patel Party,5340,3,5343,0.4,loss
Gujarat,Bardoli,5,GAMIT MOHANBHAI BABUBHAI,Bahujan Republican Socialist Party,1691,1,1692,0.13,loss
Gujarat,Bardoli,6,GAMIT SURESHBHAI BABUBHAI,Svatantra Bharat Satyagrah Party,1559,13,1572,0.12,loss
Gujarat,Bardoli,7,VASAVA UTTAMBHAI SOMABHAI,Bhartiya Tribal Party,11713,68,11781,0.87,loss
Gujarat,Bardoli,8,ARVINDBHAI BHANABHAI RATHOD,Independent,1727,3,1730,0.13,loss
Gujarat,Bardoli,9,UMEDBHAI BHIMSINGBHAI GAMIT,Independent,5459,10,5469,0.41,loss
Gujarat,Bardoli,10,PRAGNESHBHAI RATILAL CHAUDHARI,Independent,3824,4,3828,0.28,loss
Gujarat,Bardoli,11,VASAVA FATESINGBHAI VAHRIYABHAI,Independent,8978,1,8979,0.67,loss
Gujarat,Bardoli,12,SURESHBHAI MOTIYABHAI CHAUDHARI,Independent,6111,0,6111,0.45,loss
Gujarat,Bardoli,13,NOTA,None of the Above,22823,91,22914,1.7,loss
Gujarat,Bharuch,1,Mansukhbhai Dhanjibhai Vasava,Bharatiya Janata Party,635374,2421,637795,55.47,loss
Gujarat,Bharuch,2,Vasava Rajeshbhai Chimanbhai,Bahujan Samaj Party,6224,11,6235,0.54,loss
Gujarat,Bharuch,3,Sherkhan Abdulsakur Pathan,Indian National Congress,302890,691,303581,26.4,loss
Gujarat,Bharuch,4,Chhotubhai Amarsinh Vasava,Bhartiya Tribal Party,143093,990,144083,12.53,loss
Gujarat,Bharuch,5,Pathan Salimkhan Sadikkhan,Sanyukt Vikas Party,2133,2,2135,0.19,loss
Gujarat,Bharuch,6,Vashi Narendrasinh Randhirsinh,Yuva Jan Jagriti Party,808,0,808,0.07,loss
Gujarat,Bharuch,7,Sabbirbhai Musabhai Patel,Apna Desh Party,826,0,826,0.07,loss
Gujarat,Bharuch,8,Sukhdev Bhikhabhai Vasava,Bahujan Mukti Party,1218,3,1221,0.11,loss
Gujarat,Bharuch,9,Ashokchandra Bhikhubhai Parmar,Independent,2845,6,2851,0.25,loss
Gujarat,Bharuch,10,Jitendra Parmar (Jitu Chowkidar),Independent,1323,4,1327,0.12,loss
Gujarat,Bharuch,11,Patel Imran Umarjibhai,Independent,1510,0,1510,0.13,loss
Gujarat,Bharuch,12,Mukhtiyar Abdulrahim Shaikh (BansiMama),Independent,2067,0,2067,0.18,loss
Gujarat,Bharuch,13,Vasava Navinbhai Himmatbhai,Independent,8148,7,8155,0.71,loss
Gujarat,Bharuch,14,Vikramsinh Dalsukhbhai Gohil,Independent,3831,2,3833,0.33,loss
Gujarat,Bharuch,15,Sapa Rafikbhai Sulemanbhai,Independent,3829,0,3829,0.33,loss
Gujarat,Bharuch,16,Sindha Kiritsinh Alias Jalamsinh Nathubava,Independent,15110,0,15110,1.31,loss
Gujarat,Bharuch,17,Solanki Rajeshbhai Lallubhai,Independent,8037,1,8038,0.7,loss
Gujarat,Bharuch,18,NOTA,None of the Above,6244,77,6321,0.55,loss
Gujarat,Bhavnagar,1,PATEL MANHARBHAI NAGJIBHAI (VASANI),Indian National Congress,329131,2623,331754,31.86,loss
Gujarat,Bhavnagar,2,DR.BHARATIBEN DHIRUBHAI SHIYAL,Bharatiya Janata Party,655272,6001,661273,63.51,loss
Gujarat,Bhavnagar,3,VIJAYKUMAR RAMABHAI MAKADIYA,Bahujan Samaj Party,6882,59,6941,0.67,loss
Gujarat,Bhavnagar,4,DHAPA DHARAMSHIBHAI RAMJIBHAI,Vyavastha Parivartan Party,7756,80,7836,0.75,loss
Gujarat,Bhavnagar,5,RAMDEVSINH BHARATSINH ZALA,Jan Sangharsh Virat Party,2402,107,2509,0.24,loss
Gujarat,Bhavnagar,6,SONDHARVA BHARATBHAI KANJIBHAI,Sardar Vallabhbhai Patel Party,1362,1,1363,0.13,loss
Gujarat,Bhavnagar,7,CHAUHAN AJAYKUMAR RAMRATANSINH (AMIT CHAUHAN),Independent,1557,4,1561,0.15,loss
Gujarat,Bhavnagar,8,CHAMPABEN ZAVERBHAI CHAUHAN,Independent,1822,6,1828,0.18,loss
Gujarat,Bhavnagar,9,SITAPARA SAGARBHAI BHURABHAI,Independent,3766,9,3775,0.36,loss
Gujarat,Bhavnagar,10,HARESHBHAI BABUBHAI VEGAD (HARABHAI),Independent,6055,1,6056,0.58,loss
Gujarat,Bhavnagar,11,NOTA,None of the Above,16115,268,16383,1.57,loss
Gujarat,Chhota Udaipur,1,RATHVA GITABEN VAJESINGBHAI,Bharatiya Janata Party,761472,2973,764445,62.03,loss
Gujarat,Chhota Udaipur,2,RATHVA FURKANBHAI BALAJIBHAI,Bahujan Samaj Party,14948,16,14964,1.21,loss
Gujarat,Chhota Udaipur,3,RATHAVA RANJITSINH MOHANSINH,Indian National Congress,384059,2443,386502,31.36,loss
Gujarat,Chhota Udaipur,4,VASAVA RAJESH SOMABHAI,Bhartiya Tribal Party,10519,113,10632,0.86,loss
Gujarat,Chhota Udaipur,5,UMESH JANGUBHAI RATHAWA,Independent,3699,11,3710,0.3,loss
Gujarat,Chhota Udaipur,6,PRAVINBHAI DHURSINGBHAI RATHVA,Independent,3664,5,3669,0.3,loss
Gujarat,Chhota Udaipur,7,RATHVA BHAVSINGBHAI NAMARSINGBHAI,Independent,6884,3,6887,0.56,loss
Gujarat,Chhota Udaipur,8,RATHVA MAGANBHAI CHATHIYABHAI,Independent,8781,1,8782,0.71,loss
Gujarat,Chhota Udaipur,9,NOTA,None of the Above,32816,52,32868,2.67,loss
Gujarat,Dahod,1,KATARA BABUBHAI KHIMABHAI,Indian National Congress,431312,2852,434164,40.84,loss
Gujarat,Dahod,2,JASHVANTSINH SUMANBHAI BHABHOR,Bharatiya Janata Party,558977,2783,561760,52.84,loss
Gujarat,Dahod,3,BHABHOR DHULABHAI DITABHAI,Bahujan Samaj Party,11329,10,11339,1.07,loss
Gujarat,Dahod,4,KALARA RAMSINGBHAI NANJIBHAI,Hindusthan Nirman Dal,3835,1,3836,0.36,loss
Gujarat,Dahod,5,JAGDISHBHAI MANILAL MEDA,Bharatiya National Janta Dal,3821,3,3824,0.36,loss
Gujarat,Dahod,6,DAMOR MANABHAI BHAVSINGBHAI,Independent,5204,7,5211,0.49,loss
Gujarat,Dahod,7,DEVDHA SAMSUBHAI KHATARABHAI,Independent,11135,7,11142,1.05,loss
Gujarat,Dahod,8,NOTA,None of the Above,31873,63,31936,3,loss
Gujarat,Gandhinagar,1,AMIT SHAH,Bharatiya Janata Party,889925,4699,894624,69.67,loss
Gujarat,Gandhinagar,2,Dr. C. J. CHAVDA,Indian National Congress,334082,3528,337610,26.29,loss
Gujarat,Gandhinagar,3,JAYENDRA KARSHANBHAI RATHOD,Bahujan Samaj Party,6335,65,6400,0.5,loss
Gujarat,Gandhinagar,4,CHANDRAPAL HASMUKH BAVJIBHAI,Peoples Party of India (Democratic),1434,4,1438,0.11,loss
Gujarat,Gandhinagar,5,NARENDRABHAI REVASHANKAR TRIVEDI,Jan Satya Path Party,880,8,888,0.07,loss
Gujarat,Gandhinagar,6,PATEL AMARISH JASVANTLAL (C. A.),Hindusthan Nirman Dal,1718,23,1741,0.14,loss
Gujarat,Gandhinagar,7,BHOGILAL J. RATHOD (ADVOCATE),Bahujan Mukti Party,1470,20,1490,0.12,loss
Gujarat,Gandhinagar,8,MAKVANA PRAKASHBHAI BAHECHARJI (HITUBHA),Garvi Gujarat Party,1454,17,1471,0.11,loss
Gujarat,Gandhinagar,9,RAHUL CHIMANBHAI MEHTA,Right to Recall Party,1089,8,1097,0.09,loss
Gujarat,Gandhinagar,10,Dr. N. T. SENGAL,Bahujan Suraksha Dal,734,9,743,0.06,loss
Gujarat,Gandhinagar,11,KHODABHAI LALAJIBHAI DESAI,Independent,687,8,695,0.05,loss
Gujarat,Gandhinagar,12,PATHAN FIROZKHAN SAEEDKHAN,Independent,860,2,862,0.07,loss
Gujarat,Gandhinagar,13,MAKWANA ANILKUMAR SOMABHAI,Independent,1686,5,1691,0.13,loss
Gujarat,Gandhinagar,14,MAHENDRABHAI SOMABHAI PATNI,Independent,1557,2,1559,0.12,loss
Gujarat,Gandhinagar,15,RATHOD VALJIBHAI BECHARBHAI,Independent,2661,3,2664,0.21,loss
Gujarat,Gandhinagar,16,VORA ALIMAHMAD RAJABHAI,Independent,9006,2,9008,0.7,loss
Gujarat,Gandhinagar,17,SHEKH SHAHINBANU MOLANA MUSTAK,Independent,5891,4,5895,0.46,loss
Gujarat,Gandhinagar,18,NOTA,None of the Above,13984,230,14214,1.11,loss
Gujarat,Jamnagar,1,KANDORIYA MULUBHAI RANMALBHAI,Indian National Congress,353199,1585,354784,35.09,loss
Gujarat,Jamnagar,2,POONAMBEN HEMATBHAI MAADAM,Bharatiya Janata Party,587501,4087,591588,58.52,loss
Gujarat,Jamnagar,3,SUNIL JETHALAL VAGHELA,Bahujan Samaj Party,8674,121,8795,0.87,loss
Gujarat,Jamnagar,4,ALIMAMAD ISHAKBHAI PALANI,Independent,855,2,857,0.08,loss
Gujarat,Jamnagar,5,ASHOK CHAVDA,Independent,571,6,577,0.06,loss
Gujarat,Jamnagar,6,AAMIN MAMADBHAI SAFIYA,Independent,475,2,477,0.05,loss
Gujarat,Jamnagar,7,AMANDBHAI PATEL,Independent,410,3,413,0.04,loss
Gujarat,Jamnagar,8,KACHCHHI DAUD NATHA SUMARA,Independent,918,1,919,0.09,loss
Gujarat,Jamnagar,9,RABARI KARSHANBHAI JESHABHAI,Independent,1417,19,1436,0.14,loss
Gujarat,Jamnagar,10,CHAVDA SHAMJI BABUBHAI,Independent,760,8,768,0.08,loss
Gujarat,Jamnagar,11,CHAUHAN DHIRAJ KANTILAL,Independent,768,6,774,0.08,loss
Gujarat,Jamnagar,12,JAHID AAVAD JAMI,Independent,1245,1,1246,0.12,loss
Gujarat,Jamnagar,13,DONGA JAYANTILAL ARJANBHAI,Independent,2485,4,2489,0.25,loss
Gujarat,Jamnagar,14,NAKUM NARMADABEN KHODALAL,Independent,2106,7,2113,0.21,loss
Gujarat,Jamnagar,15,DALVADI NAKUM RASIK LALJI,Independent,10025,35,10060,1,loss
Gujarat,Jamnagar,16,POPATPUTRA RAFIK ABUBAKAR,Independent,8216,0,8216,0.81,loss
Gujarat,Jamnagar,17,BATHVAR NANJI AMARSHI,Independent,5246,3,5249,0.52,loss
Gujarat,Jamnagar,18,BAXI MRUDUL ASHWINKUMAR,Independent,3106,0,3106,0.31,loss
Gujarat,Jamnagar,19,BHARAT RAMJIBHAI DAGARA,Independent,921,0,921,0.09,loss
Gujarat,Jamnagar,20,BHARKHANI KARABHAI JIVABHAI,Independent,1447,1,1448,0.14,loss
Gujarat,Jamnagar,21,BHAVNABA JADEJA,Independent,778,86,864,0.09,loss
Gujarat,Jamnagar,22,BHANDERI AMARSHIBHAI CHHAGANBHAI,Independent,395,1,396,0.04,loss
Gujarat,Jamnagar,23,MAKRANI AJAZAHMED,Independent,478,1,479,0.05,loss
Gujarat,Jamnagar,24,VALABHBHAI CHANABHAI SOJITRA (V. C. PATEL),Independent,529,0,529,0.05,loss
Gujarat,Jamnagar,25,SAMA YUSUF,Independent,648,1,649,0.06,loss
Gujarat,Jamnagar,26,SAHDEVSINH DILIPSINH CHUDASAMA,Independent,1238,57,1295,0.13,loss
Gujarat,Jamnagar,27,SAPARIYA VIJAYKUMAR MANSUKHBHAI,Independent,770,2,772,0.08,loss
Gujarat,Jamnagar,28,SUMBHANIA AAMIN ABASBHAI,Independent,1945,1,1946,0.19,loss
Gujarat,Jamnagar,29,NOTA,None of the Above,7656,143,7799,0.77,loss
Gujarat,Junagadh,1,CHUDASAMA RAJESHBHAI NARANBHAI,Bharatiya Janata Party,543637,4315,547952,54.51,loss
Gujarat,Junagadh,2,DEVEN GOVINDBHAI VANVI,Bahujan Samaj Party,25467,243,25710,2.56,loss
Gujarat,Junagadh,3,VANSH PUNJABHAI BHIMABHAI,Indian National Congress,394907,2860,397767,39.57,loss
Gujarat,Junagadh,4,BHUT ASHOKBHAI BHIMJIBHAI,Rashtriya Samajwadi Party (Secular),3257,3,3260,0.32,loss
Gujarat,Junagadh,5,RATHOD NATHABHAI VASHARAMBHAI,Vyavastha Parivartan Party,910,6,916,0.09,loss
Gujarat,Junagadh,6,KARIA DHIRENBHAI AMRUTLAL,Independent,881,4,885,0.09,loss
Gujarat,Junagadh,7,ZALA MUKESHBHAI BHARAMALBHAI,Independent,1293,17,1310,0.13,loss
Gujarat,Junagadh,8,PANCHABHAI BHAYABHAI DAMANIYA,Independent,1202,8,1210,0.12,loss
Gujarat,Junagadh,9,PRADIPBHAI MAVJIBHAI TANK,Independent,1133,7,1140,0.11,loss
Gujarat,Junagadh,10,MAKWANA DHARMENDRA VAJUBHAI,Independent,1801,5,1806,0.18,loss
Gujarat,Junagadh,11,VALA JAYPALSINH HAJABHAI,Independent,4133,35,4168,0.41,loss
Gujarat,Junagadh,12,HARESH MANUBHAI SARDHARA,Independent,3480,12,3492,0.35,loss
Gujarat,Junagadh,13,NOTA,None of the Above,15405,203,15608,1.55,loss
Gujarat,Kachchh,1,CHAVDA VINOD LAKHAMSHI,Bharatiya Janata Party,631753,5281,637034,62.26,loss
Gujarat,Kachchh,2,NARESH NARANBHAI MAHESHWARI,Indian National Congress,329229,2292,331521,32.4,loss
Gujarat,Kachchh,3,LAKHUBHAI VAGHELA,Bahujan Samaj Party,7394,54,7448,0.73,loss
Gujarat,Kachchh,4,CHAVDA PRAVINBHAI CHANABHAI,Hindusthan Nirman Dal,2147,8,2155,0.21,loss
Gujarat,Kachchh,5,DHIRUBHAI BABULAL SHRIMALI,New All India Congress Party,1590,6,1596,0.16,loss
Gujarat,Kachchh,6,MAHESHWARI DEVJIBHAI VACHHIYABHAI,Bahujan Mukti Party,10004,94,10098,0.99,loss
Gujarat,Kachchh,7,SONDARVA BALUBEN MAHESHBHAI,Rashtriya Power Party,1682,17,1699,0.17,loss
Gujarat,Kachchh,8,BABULAL AMARSHI VAGHELA,Independent,2133,8,2141,0.21,loss
Gujarat,Kachchh,9,MARU MANISHA BHARAT,Independent,4962,22,4984,0.49,loss
Gujarat,Kachchh,10,MEGHVAL BHIMJIBHAI BHIKHABHAI,Independent,5750,11,5761,0.56,loss
Gujarat,Kachchh,11,NOTA,None of the Above,18551,210,18761,1.83,loss
Gujarat,Kheda,1,Chauhan Devusinh,Bharatiya Janata Party,711757,2815,714572,65.04,loss
Gujarat,Kheda,2,Bimal Shah,Indian National Congress,345804,1623,347427,31.62,loss
Gujarat,Kheda,3,Bhailalbhai Kalubhai Pandav,Bahujan Samaj Party,7400,61,7461,0.68,loss
Gujarat,Kheda,4,Chauhan Parsottambhai Babarbhai,Yuva Jan Jagriti Party,2093,7,2100,0.19,loss
